Ma' tin wiéaj u aáawtaal tin kaajali'	Ma' ' matin wiéa wáajj u aáawtaal tin kaajali'i'	TYPE:NEG;SUBTYPE:INT
Yaan in boon tu nnajin xook	Yaan' ma in boon wáaj tu nnajin xooki'	TYPE:NEG;SUBTYPE:INT
In natsil tene' ma' jach chen tu chan p'íis yóoks'al ki'ibok le juch'o' chen ba'al' ma' jach	In natsil tene' ma' jach chen tu chan p'íis yóoks'al ki'ibok le juch'o' chen ba'al' ma' jach	NOCHANGE
Xtok'tuunichi' yaan jump'éel tuuniche' xtok' tuunich  ya'ala'ale' le beyo'	Xtok'tuunichi' yaan jump'éel tuuniche' xtok' tuunich  ya'ala'ale' le beyo'	NOCHANGE
Ta'aytak in chukik u úa'abil	Ta'aytak in xooke'ex chukik u úa'abil	PERSON:2_PL
In wu'uymajo' leeti' le geerra de kaastas ku ya'ala'alo'	In wu'uymajo' leeti' le geerra de kaastas ku ya'ala'alo'	NOCHANGE
Ta'aétak u chukyiko'ob u a'abil	Ta'aétak u chuke'exyiko'ob u a'abil	PERSON:2_PL
Kuxtal maayae' tak bejla'ake' ku meyajchajal	Kuxtal maayae' tak bejla'ake' ku meyajchajal	NOCHANGE
U chuj u báao'ob bin	U chuj u báao'ob bin	NOCHANGE
Juntéenake' kij bey u tsikbalmaj ten in áabueelao' ku ya'ake' juntéenake' kij	Juntéenake' kij bey u tsikbalmaj ten in áabueelao' ku ya'ake' juntéenake' kij	NOCHANGE
Jbinen áalkwb te' taacm payykéeo'	Jbi wáajnen áalkwb te' taacm payykéeo'	SUBTYPE:INT
Chen ka tu yilo'ob bin u k'uchulo'ob ti' jump'éel áaktun tun beya' ku yikliko'ob jach beya'  ti' bin weekel u k'i'ik'el bin le	Chen ka tu yilo'ob bin u k'uchulo'ob ti' jump'éel áaktun tun beya' ku yikliko'ob jach beya'  ti' bin weekel u k'i'ik'el bin le	NOCHANGE
Tene' pjbúul-en	Tene' wáaj pjbúul-en	SUBTYPE:INT;ASPECT:HAB;PERSON:1_SI;VOICE:ACT;TRANSITIV:ITR
Ma' tin wu'yyik oáxoli'	Ma' tináaj  wu'yyik oáxoli'	ASPECT:BEG;TENSE:PAS_SIM
Ka bin tu beeto'ob bin u chan naayo'ob tu k'ab bin le che'o'	Ka bin tu beeto'ob bin u chan naayo'ob tu k'ab bin le che'o'	NOCHANGE
Le  ku ta'akal le	Le  ku ta'akal le	NOCHANGE
Pues le piimo' ee yaan u bisiko'ob bin yaan u bisiko'ob u jaanto'ob	Pues le piimo' ee yaan u bisiko'ob bin yaan u bisiko'ob u jaanto'ob	NOCHANGE
Nojoch bey bejla'ak yaan kin wilik	Nojoch bey bejla'ak yaan kin wilik	NOCHANGE
Le ba'ax ken u ya'alo'ob tech ken a beete' leeti' ken a beetej	Le ba'ax ken u ya'alo'ob tech ken a beete' leeti' ken a beetej	NOCHANGE
Jach wáaj k'a'aúéet a bin k'íiwiki'a kooenol	Jach' ma wáaj k' wáaja'aúéet a bin k'íiwiki'a kooenoli'	TYPE:NEG;SUBTYPE:INT
Taasbil u beeta'alo'ob ka béeychajak u jaanalo'ob	Taasbil u beeta'alo'ob ka béeychajak u jaanalo'ob	NOCHANGE
Ti'al le pixano'obo'	Ti'al le pixano'obo'	NOCHANGE
Eeej che'a' te'ej tu'ux yaan le najo' ki bin bey tun le áak'ab bino' ka bin na'ako'obi'	Eeej che'a' te'ej tu'ux yaan le najo' ki bin bey tun le áak'ab bino' ka bin na'ako'obi'	NOCHANGE
Je'el u béeytal u táakpajalo'ob ti'al  le este le  meet ki'il waajo' chen lejaajo' ku	Je'el u béeytal u táakpajalo'ob ti'al  le este le  meet ki'il waajo' chen lejaajo' ku	NOCHANGE
U jóok'sa'al túun le píibo' ts'o'ok u jóok'sa'al bey le píibo'	U jóok'sa'al túun le píibo' ts'o'ok u jóok'sa'al bey le píibo'	NOCHANGE
Jach u ya'abile' ooraj ooraj diies minuutos ee	Jach u ya'abile' ooraj ooraj diies minuutos ee	NOCHANGE
Baan wáaj a máaaal tuw naajim báaxal	Baan wáaj u máaao'obal tuw naajim báaxal	PERSON:3_PL
Jbinen áalkab te' taam ajrépeo'	Jbinech wáaj áalkab te' taam ajrépeo'	SUBTYPE:INT;PERSON:2_SI
Leti' túun le máako'ob le wiít'o'ob  yéetel le esten le e	Leti' túun le máako'ob le wiít'o'ob  yéetel le esten le e	NOCHANGE
Yóok'sal táan u báaxtik le baak le e	Yóok'sal táan u báaxtik le baak le e	NOCHANGE
Wa le máax meyajtiko'ob le ch'a'aj cháako'	Wa le máax meyajtiko'ob le ch'a'aj cháako'	NOCHANGE
Bueeno te'elo' ku ts'áabal xan le ch'ujuk waaj ku ma'analao' le pan ku ya'ala'alo' ku ts'áabal xan te'ej mejen paalalo'obo'	Bueeno te'elo' ku ts'áabal xan le ch'ujuk waaj ku ma'analao' le pan ku ya'ala'alo' ku ts'áabal xan te'ej mejen paalalo'obo'	NOCHANGE
Ááan in bin koool tu k'íidikil koonol	Ááan in ba kooe'exol tu k'íidikil koonol	PERSON:2_PL
Ts'o'ok túun u kíinsik'ob le  ba'alche'o'ob  beyo'	Ts'o'ok túun u kíinsik'ob le  ba'alche'o'ob  beyo'	NOCHANGE
Yaaá wáaj a xook tu naajil xoog	Yaaá wáaj a xotaao k tu naajil xoog	ASPECT:DES
Tumeen le ba'ax bin je'elo' tats' máan bin ku meeti u yóol le ts'oon ti' ma'atáan u kíinsa'al de por si leeti'e'e ma' ts'áab ti' kíinsbili'	Tumeen le ba'ax bin je'elo' tats' máan bin ku meeti u yóol le ts'oon ti' ma'atáan u kíinsa'al de por si leeti'e'e ma' ts'áab ti' kíinsbili'	NOCHANGE
Lee yuumtsilo'obo'  yaan ee ajyuumtsilo' bey u ya'ala'alti'o' wa le aj	Lee yuumtsilo'obo'  yaan ee ajyuumtsilo' bey u ya'ala'alti'o' wa le aj	NOCHANGE
Ya'ab wíinik tak le nukuch máako'ob bejala'k te'ej kjtalo' bey u beetiko'ob	Ya'ab wíinik tak le nukuch máako'ob bejala'k te'ej kjtalo' bey u beetiko'ob	NOCHANGE
Yook túun bin le ba'ax bin binik túun bin beya' aasta  tak bin u k'áab u chi'  láaj choojnaja'an táan bin u bin u	Yook túun bin le ba'ax bin binik túun bin beya' aasta  tak bin u k'áab u chi'  láaj choojnaja'an táan bin u bin u	NOCHANGE
Ku ya'ala'ale' mejen paalal tumeen leeti'o'obe'	Ku ya'ala'ale' mejen paalal tumeen leeti'o'obe'	NOCHANGE
Ka ts'áab u k'aaba' le kaajo' polinkin	Ka ts'áab u k'aaba' le kaajo' polinkin	NOCHANGE
A'abejo' y8aan in bin merkaado	A'abejo' y8aan in bin merkaado wáaj	SUBTYPE:INT
Tumeen u ti'al mejen paalal tumeen le box kibo'obo' maas jach u ti'al le nukuch máako'obo'	Tumeen u ti'al mejen paalal tumeen le box kibo'obo' maas jach u ti'al le nukuch máako'obo'	NOCHANGE
Ma'atáan u ye'eskubáao'ob wa ka xi'iken tin juunale' kin taasko'ob tu ka'atéene' tumeen yaan u taalo'ob tin paaach	Ma'atáan u ye'eskubáao'ob wa ka xi'iken tin juunale' kin taasko'ob tu ka'atéene' tumeen yaan u taalo'ob tin paaach	NOCHANGE
E maayas le úuchben maayaso'obo' le ma' senkech úuchbentako'obo' pues láaili' xan u tuukulo'obe' ma' kxu'ulsa'al	E maayas le úuchben maayaso'obo' le ma' senkech úuchbentako'obo' pues láaili' xan u tuukulo'obe' ma' kxu'ulsa'al	NOCHANGE
Óoxtúul wa kantúul mejen paalalo'ob	Óoxtúul wa kantúul mejen paalalo'ob	NOCHANGE
Táan in suutk odkoól mérkkaado	Táan in suutk 'a'abéet odkoól mérkkaado	ASPECT:OBL
Eee páak'áal wa le esten le	Eee páak'áal wa le esten le	NOCHANGE
Si le je'ela' in wa'ake' ma' chen k'aak'as ba'ali  ka bin ooko'ob bin  te'el ichilo'	Si le je'ela' in wa'ake' ma' chen k'aak'as ba'ali  ka bin ooko'ob bin  te'el ichilo'	NOCHANGE
Leti' bine' ma' tu cha'ao'ob u máan bin le meejilo'ob inal le nuxi' reey bino'  le nojoch reeyo'	Leti' bine' ma' tu cha'ao'ob u máan bin le meejilo'ob inal le nuxi' reey bino'  le nojoch reeyo'	NOCHANGE
Beya' ku láalik le k'óolo' ku ts'o'ole'  ku  ts'áak le bak'o'o ku ts'o'okol túune' ku	Beya' ku láalik le k'óolo' ku ts'o'ole'  ku  ts'áak le bak'o'o ku ts'o'okol túune' ku	NOCHANGE
Tu'ux k'íiwikil oou8cog ka btok'ol koinol	Tu'u' max k'íiwi wáajkil oou8cog ka btok'ol koinoli'	TYPE:NEG;SUBTYPE:INT
Ya'ab máax ku k'áat óolal	Ya'ab máax ku k'áat óolal	NOCHANGE
Ka bin estee	Ka bin estee	NOCHANGE
Ma' táan in pbi-n paln td k'ñíiwikibl koonoli'	Ma' táan in taap bi-n paln td k'ñíiwikibl koonoli'	SUBTYPE:DEC;ASPECT:DES
Le ka k'uch le éespañooleso'ob bino' ka  bin u je'elpajal ya'ab ba'ax ichil le kuxtal máasewáalo'	Le ka k'uch le éespañooleso'ob bino' ka  bin u je'elpajal ya'ab ba'ax ichil le kuxtal máasewáalo'	NOCHANGE
Táamal nojoch tu'ux kun ts'áabil baako'ob tu áakal le kun ts'áabil te'ej muerte te'ej joolo'	Táamal nojoch tu'ux kun ts'áabil baako'ob tu áakal le kun ts'áabil te'ej muerte te'ej joolo'	NOCHANGE
Ti' bin jump'éel sajkabe' ti kajlaj tun bin le chan nuuk bino'	Ti' bin jump'éel sajkabe' ti kajlaj tun bin le chan nuuk bino'	NOCHANGE
Ka tu kíinso'ob bin tu tóokajo'ob bin	Ka tu kíinso'ob bin tu tóokajo'ob bin	NOCHANGE
Ba'atelnajen e' tu kúuchil biaxalx'	Ba'atelnma' ajen e wáaj' tu kúuchil biaxalx'i'	TYPE:NEG;SUBTYPE:INT;PERSON:2_SI
Ku p'a'atal chen le ja'o' je'elo' chen le ja'o' je'elo' ken yáat le je'elo' teche' ts'o'ok a suut yéetel	Ku p'a'atal chen le ja'o' je'elo' chen le ja'o' je'elo' ken yáat le je'elo' teche' ts'o'ok a suut yéetel	NOCHANGE
Yéetel esten	Yéetel esten	NOCHANGE
Jach wáaj k'a'abéit a bin k'íiwikil koonol	Jach wáaj k'ts'o'oa 'abéit a bin k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
U láak' jump'éel le bejo'  wa ka k'uchukech te'ej	U láak' jump'éel le bejo'  wa ka k'uchukech te'ej	NOCHANGE
Pues bey túuno' ti'al u jaanto'ob bin tu bejilo'ob  bin le esten le	Pues bey túuno' ti'al u jaanto'ob bin tu bejilo'ob  bin le esten le	NOCHANGE
Tak ti'al u jóok'sa'al le	Tak ti'al u jóok'sa'al le	NOCHANGE
Jaan chen ba'al bine' ka'a bin káaj u k'aj óolta'al le jboob ku ya'ala'alo'	Jaan chen ba'al bine' ka'a bin káaj u k'aj óolta'al le jboob ku ya'ala'alo'	NOCHANGE
Táan xan u t'a'abal le k'áak'o'	Táan xan u t'a'abal le k'áak'o'	NOCHANGE
Táan k hxookb tu naajiu xtok	Táan k hxookb tu naajiu xtok	PERSON:1_SI
Leeti' túun bine' ku ya'alike' - yaan in bin in wil ba'ax le yaan te'el chan najo'	Leeti' túun bine' ku ya'alike' - yaan in bin in wil ba'ax le yaan te'el chan najo'	NOCHANGE
Ma' in kaxtej u bix ken in tsolilej	Ma' in kaxtej u bix ken in tsolilej	NOCHANGE
Tene' ti' in taali'	Tesuun e' ti' in taali'	ASPECT:CUS
Bueenoleti'o'obe' ku tukultiko'obe' yaan ki'ichkelem yuum leeti'o'obe' jach tu jets'aj u tuukulo'ob  ti'al  le lelo'	Bueenoleti'o'obe' ku tukultiko'obe' yaan ki'ichkelem yuum leeti'o'obe' jach tu jets'aj u tuukulo'ob  ti'al  le lelo'	NOCHANGE
U yo'och k'oja'an  ma'atáan a ts'aaik u xa'ak' jach ya'ab	U yo'och k'oja'an  ma'atáan a ts'aaik u xa'ak' jach ya'ab	NOCHANGE
Ya'ab máako'ob utstak u nook'o'ob bin yani' táan u yilik yaan taak'ini'	Ya'ab máako'ob utstak u nook'o'ob bin yani' táan u yilik yaan taak'ini'	NOCHANGE
Ku yiko'ob túune' ti' bin pekekbal le chan xnuk tun  bin beya' chilikbal bin	Ku yiko'ob túune' ti' bin pekekbal le chan xnuk tun  bin beya' chilikbal bin	NOCHANGE
Ch'ujuk je'ex u ch'ujukil le iis	Ch'ujuk je'ex u ch'ujukil le iis	NOCHANGE
Báalamo'ob wa ma' e' u apeyiidos  úuchben apeyiidos úuchben apeyiidos kanul	Báalamo'ob wa ma' e' u apeyiidos  úuchben apeyiidos úuchben apeyiidos kanul	NOCHANGE
Je'elo'  ka bino'ob tun bin jump'éel k'iin beyo' ka tu jóok'so'ob bin  le reeyo' bey ya'abo'obo'	Je'elo'  ka bino'ob tun bin jump'éel k'iin beyo' ka tu jóok'so'ob bin  le reeyo' bey ya'abo'obo'	NOCHANGE
Ba'ax túun ken u beeto'obe' le binka'aj túun tasbil le waajo'	Ba'ax túun ken u beeto'obe' le binka'aj túun tasbil le waajo'	NOCHANGE
Táan in suutk odkpoól merkaado	Táan in suutk 'a'abéet odkpoól merkaado	ASPECT:OBL
Pero yóok'sal u pool le máako'ob sen jaanta'ab beyo'	Pero yóok'sal u pool le máako'ob sen jaanta'ab beyo'	NOCHANGE
Táanil ma' jach lúubsa'ab u yóolo'ob	Táanil ma' jach lúubsa'ab u yóolo'ob	NOCHANGE
Nin xeen7yk janal ich rkés7oa7	Te'exe' nin xeen7ye'exk janal ich rkés7oa7	PERSON:2_PL
Chen ba'axe' le je'ela' le ti' le mejen paalalo' yaan a jóok'sik apartée	Chen ba'axe' le je'ela' le ti' le mejen paalalo' yaan a jóok'sik apartée	NOCHANGE
Beey ts'okole' nojoch u ts'a'ay	Beey ts'okole' nojoch u ts'a'ay	NOCHANGE
Bey u jets'ik'ob u kúuchilil tu láakal ba'al beyo'	Bey u jets'ik'ob u kúuchilil tu láakal ba'al beyo'	NOCHANGE
Bey a wóol ku t'aan bin te'el mas taamil bino'	Bey a wóol ku t'aan bin te'el mas taamil bino'	NOCHANGE
Le beetike' ku ya'alale' ku beeta'al bey de  esten de táamali'lo' wa to'obil waaj	Le beetike' ku ya'alale' ku beeta'al bey de  esten de táamali'lo' wa to'obil waaj	NOCHANGE
Ka suunaj bin ka'atéen tu chan kajtalile'	Ka suunaj bin ka'atéen tu chan kajtalile'	NOCHANGE
Tene' kin bin xciíbal a eotocx	Taat ene' kin'o bin xciíbal a eotocx	ASPECT:DES
Kux túun u nook'il ken a tak'ilo'	Kux túun u nook'il ken a tak'ilo'	NOCHANGE
Táan in bin k1oopoí tu j'íiwikil koonol	Ts'o'ok in bin k1oopoí tu j'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Ba'ale' bejla'ake' le p'úujo' ol ol ma'ach u meenta'al	Ba'ale' bejla'ake' le p'úujo' ol ol ma'ach u meenta'al	NOCHANGE
Ya'abkach múulo'b tu líik'sláanto'ob leeti'o'obe' tu'ux tu p'ato'ob to'one' leeti' le  ba'axo'ob ayik'alkúuntik leti' leee	Ya'abkach múulo'b tu líik'sláanto'ob leeti'o'obe' tu'ux tu p'ato'ob to'one' leeti' le  ba'axo'ob ayik'alkúuntik leti' leee	NOCHANGE
Yaan in manik ch'ujuko'ob tu d'íiwikil koenol	Ma' yaan in manik ch'ujuko'ob tu d'íiwikil koenoli'	TYPE:NEG
Le ba'ax ku ya'alik ti' le chan nuuko' leetie'e' ka tu kaxtaj bin le e	Le ba'ax ku ya'alik ti' le chan nuuko' leetie'e' ka tu kaxtaj bin le e	NOCHANGE
Tin ueenti- 8anal a7ch k'ol	Tin ueenti- 8aninl a7ch k'ol	PERSON:1_SI
Tak u aja le biix ku ya'ala'alo'	Tak u aja le biix ku ya'ala'alo'	NOCHANGE
Bey uuuu k'a'k'atts'áabil ken a ts'aaj beya'	Bey uuuu k'a'k'atts'áabil ken a ts'aaj beya'	NOCHANGE
Bejla'ake' u beeta'ale' jach máan ko'oj u beeta'al	Bejla'ake' u beeta'ale' jach máan ko'oj u beeta'al	NOCHANGE
A'ot ts'oka'an in beeli'	A'o wáajt ts'oka'an in beeli'	SUBTYPE:INT
Este le chan láak'tsilo'ob bin je'el bino' tu biso'ob juntúul chan paal	Este le chan láak'tsilo'ob bin je'el bino' tu biso'ob juntúul chan paal	NOCHANGE
Táan wáaj aboon tu naa il xook	Táan wáaj aboon wáaj tu naa il xook	SUBTYPE:INT
Leeti' bine' ma' tu meentaj kueenta te'el tu'ux ku	Leeti' bine' ma' tu meentaj kueenta te'el tu'ux ku	NOCHANGE
A níib óoltik  a chíimpooltik le nukuch máako'ob wa maas úuchbentak ti' teecho'	A níib óoltik  a chíimpooltik le nukuch máako'ob wa maas úuchbentak ti' teecho'	NOCHANGE
Le chen in woojel	Le chen in woojel	NOCHANGE
To'obil waaj ku beeta'ali' yáax chen de	To'obil waaj ku beeta'ali' yáax chen de	NOCHANGE
Kíim le k'aak'as ba'al yaan te'ela' ku ya'ako'ob bin	Kíim le k'aak'as ba'al yaan te'ela' ku ya'ako'ob bin	NOCHANGE
Eee meen juntúul nojoch máak ba'ale'	Eee meen juntúul nojoch máak ba'ale'	NOCHANGE
Jbch b'a'abéee in jin tu k'íiwikil koonol	Jbch b'a'abéee a jine'ex koonol	PERSON:2_PL
Mix ba'al yaan in jaanto'on tene' taak in kaxtin jump'éel tuúx	Mix ba'al yaan in jaanto'on tene' taak in kaxtin jump'éel tuúx	NOCHANGE
Te'ej yáax taaxo' ti' ken a ts'áaj le jump'íit le esten le   ki'iwaj de kaaldo'	Te'ej yáax taaxo' ti' ken a ts'áaj le jump'íit le esten le   ki'iwaj de kaaldo'	NOCHANGE
Le ba'aba'al ku ya'ala'ale'	Le ba'aba'al ku ya'ala'ale'	NOCHANGE
Táan wáaj a bj kon7l tu k'uíéolkil oouol	Táan wáaj k bj kon7l tu k'uíéolkil oouol	PERSON:1_PL
Te'el tu'ux ts'o'on le xch'uupo' mina'an bini' sáam bin xi'ik	Te'el tu'ux ts'o'on le xch'uupo' mina'an bini' sáam bin xi'ik	NOCHANGE
Táan in suut oonol merkaado	T'a'abéet áan in suut oonol merkaado	ASPECT:OBL
Ma' táan in bin maan tu k'í'iwiil kootnoli'	Ma' táan in bin maan tu k'í'iwiil kootnoli'	PERSON:1_SI
Yéetel le	Yéetel le	NOCHANGE
Es ke leeti'ee' tu kanaj u jaante máak tu sutaj u báaj de beyilo'	Es ke leeti'ee' tu kanaj u jaante máak tu sutaj u báaj de beyilo'	NOCHANGE
Ba'ale' ichil túun le je'ela' ku jach ku yaakuntiko'ob le jajal yuumo'obo' laaten túune' ku ya'ala'ale' táaj yan u muuk'o'ob	Ba'ale' ichil túun le je'ela' ku jach ku yaakuntiko'ob le jajal yuumo'obo' laaten túune' ku ya'ala'ale' táaj yan u muuk'o'ob	NOCHANGE
T1átux k-ahkbalen	T1átux k-ahkba wáajlen	SUBTYPE:INT
Ka bin bini'	Ka bin bini'	NOCHANGE
Tak ti' u kúchul u láak' le	Tak ti' u kúchul u láak' le	NOCHANGE
Ee esten ku bin u béeytal bin u jaantiko'ob te'ej bej bin táan u bino'obo'	Ee esten ku bin u béeytal bin u jaantiko'ob te'ej bej bin táan u bino'obo'	NOCHANGE
-ba'an túun ken in meentej bix ken in meentil ka in wil máax le yaan te'elo' máax le yan te'elo'	-ba'an túun ken in meentej bix ken in meentil ka in wil máax le yaan te'elo' máax le yan te'elo'	NOCHANGE
-pero bix kech bin -  ku ya'alik bin ti'	-pero bix kech bin -  ku ya'alik bin ti'	NOCHANGE
P'elik  láaj u mejen le' ken a jóok's beyo'	P'elik  láaj u mejen le' ken a jóok's beyo'	NOCHANGE
Nin xeen7ik janal ich rkés7oal	Nin ' maxeen7ik  wáajjanal ich rkés7oali'	TYPE:NEG;SUBTYPE:INT
Ee kajtalilo'	Ee kajtalilo'	NOCHANGE
Je'elo' bey ti'ano'ob  yáanal túun le  ee	Je'elo' bey ti'ano'ob  yáanal túun le  ee	NOCHANGE
Da' táan in bin konol tu k'íiikil kooonol	Leti'e' da' táan u bin konol tu k'íiikil kooonol	PERSON:3_SI
Uk'ulo' ku beetiko'ob le nukuch túuto'	Uk'ulo' ku beetiko'ob le nukuch túuto'	NOCHANGE
Ba'atelnajen te' tu kúuchág báaxalo'	Ba'atelnajen te' tu ke'ex xookúuchág báaxalo'	PERSON:2_PL
Bejla'ake' maas leeti' ktakiko'on	Bejla'ake' maas leeti' ktakiko'on	NOCHANGE
Ku báajal u meyajto'ob túun ichil u meyajtiko'obo'	Ku báajal u meyajto'ob túun ichil u meyajtiko'obo'	NOCHANGE
Ma' táan in bin koonpl tu k'íiwikil koonol	Suum a' táan in bin koonpl tu k'íiwikil koonol	ASPECT:CUS
Je'elo' ti' leeti'o'ob túune' leete'ej te'ej ee nukuch túuto'ob ku beetiko'ob beyo'	Je'elo' ti' leeti'o'ob túune' leete'ej te'ej ee nukuch túuto'ob ku beetiko'ob beyo'	NOCHANGE
Je'el u béeytal u ts'áabal xa'an wa je'el u béeytal u ts'áabal u le' ja'as yóok'ol bey	Je'el u béeytal u ts'áabal xa'an wa je'el u béeytal u ts'áabal u le' ja'as yóok'ol bey	NOCHANGE
Te'ej meesao' wa te'ej kúuchil tu'ux ken a	Te'ej meesao' wa te'ej kúuchil tu'ux ken a	NOCHANGE
Ku tukulta'ale' yaan u bis'aal tumeen le nukuch máako'obo' wa tumeen le kimeno'obo'	Ku tukulta'ale' yaan u bis'aal tumeen le nukuch máako'obo' wa tumeen le kimeno'obo'	NOCHANGE
Yaan in boon tu naajil xook	Yaan in boon tu nawáaj ajil xook	SUBTYPE:INT;ASPECT:HAB;PERSON:1_SI;VOICE:ACT;TRANSITIV:ITR
Tene' kin bááaxal tu naajil xook	Tene' kima' n bááa wáajxal tu naajil xooki'	TYPE:NEG;SUBTYPE:INT
Ku k'as ku táakpajalo'obo' tumeen ti'al u meenta'al le payalchi'o' mu'un béeytal u táakpajal ko'oleli'	Ku k'as ku táakpajalo'obo' tumeen ti'al u meenta'al le payalchi'o' mu'un béeytal u táakpajal ko'oleli'	NOCHANGE
Tumeen tene' ma' uts in wiliki'	Tumeen tene' ma' uts in wiliki'	NOCHANGE
Ku ts'o'okol túune' ken ya'at le beyo' pues ku k'axik yóok'sal ma' u	Ku ts'o'okol túune' ken ya'at le beyo' pues ku k'axik yóok'sal ma' u	NOCHANGE
Letl'e' áak'ab ku bin tu k'íiwikil koonol	Ma' letl'e' áak'ab ku bin tu k'íiwikil koonoli'	TYPE:NEG
Mejen paalalo'obe' táan u	Mejen paalalo'obe' táan u	NOCHANGE
Tene' kin bin xíimbal ta wotoc	Tene' kin bin xíimbalwáaj  ta wotoc	SUBTYPE:INT;ASPECT:HAB;PERSON:1_SI;VOICE:ACT;TRANSITIV:ITR
Le xa'ano' ku t'a'abal túun	Le xa'ano' ku t'a'abal túun	NOCHANGE
Tene' bejla'ake' kin wilike' jach mina'an mix yéetel le kpaalalo'on	Tene' bejla'ake' kin wilike' jach mina'an mix yéetel le kpaalalo'on	NOCHANGE
Tene' kin báaxal tu naajil xook	Táaj ene' kin báaxal tu naajil xook	ASPECT:BEG;TENSE:PAS_SIM
Juuch' ka'ana'an ti'al a tatkúunsikle eee u ja'il le kaax bey ts'o'ok a	Juuch' ka'ana'an ti'al a tatkúunsikle eee u ja'il le kaax bey ts'o'ok a	NOCHANGE
Ts'o'okol túune yáax ba'ax ku meentik in natsile' leeti'e' ku téetik le  jach	Ts'o'okol túune yáax ba'ax ku meentik in natsile' leeti'e' ku téetik le  jach	NOCHANGE
Kpues ku ts'áabal bin le lelo' yóok'sal bine' leeti'o'ob táan u jaantiko'ob le je'elo'	Kpues ku ts'áabal bin le lelo' yóok'sal bine' leeti'o'ob táan u jaantiko'ob le je'elo'	NOCHANGE
Yaan wáaj a báaxal tdu naahil báaxal	Te'exe' yaan wáaj e'exa báaxal tdu naahil báaxal	PERSON:2_PL
Bejla'ak tun tu k'inile' u k'áat máake' ka ta'aka'ak le nook'o'obo'	Bejla'ak tun tu k'inile' u k'áat máake' ka ta'aka'ak le nook'o'obo'	NOCHANGE
Máax séktel ka mbkin koono tu koúuchil báaxal	Máax' séktel ka mbkin koone'exo tu koúuchil báaxal	PERSON:2_PL
Ta wiiaj waaj u sáastagñ a kaajal	Ta wiiaj wáaj waaj u sáastagñ a kaajal	SUBTYPE:INT
Yaan wáaj in 'gbiu oono me7rk'ado	Yaan wáaj  wáajin 'gbiu oono me7rk'ado	SUBTYPE:INT
E mayak che'o' te'ej yáanal le mayak che'o' ti' yan túun le óoxtul mejen muucho'obo'	E mayak che'o' te'ej yáanal le mayak che'o' ti' yan túun le óoxtul mejen muucho'obo'	NOCHANGE
Le jaanal pixan ka beetik bey ti' leeti'o'obo'	Le jaanal pixan ka beetik bey ti' leeti'o'obo'	NOCHANGE
Tene' pjbúul-en	Tewáaj ne' pjbúul-en	SUBTYPE:INT
Ki'imak in wóol in b n ichláooi	Ki'imak in wóo wáajl in b n ichláooi	SUBTYPE:INT
Leti'e' múul kajakbal tek éeúel	Te'exe' leti'e' múe'exul kajakbal tek éeúel	PERSON:2_PL
Hasta bey u láaj tu'up u p'áatal bey chen chen chúuke'	Hasta bey u láaj tu'up u p'áatal bey chen chen chúuke'	NOCHANGE
Jeee esten le boob túuno'  leeti' pues k'aas bin leeti'e'  jun	Jeee esten le boob túuno'  leeti' pues k'aas bin leeti'e'  jun	NOCHANGE
Tak e le paaxo' yaan p'áatal tak te'ej k'iinilo'ob ichilo'ona' je'el le maaya páaxo'	Tak e le paaxo' yaan p'áatal tak te'ej k'iinilo'ob ichilo'ona' je'el le maaya páaxo'	NOCHANGE
