Ma' tin wiéaj u aáawtaal tin kaajali'	Ma' ' matin wiéa wáajj u aáawtaal tin kaajali'i'	TYPE:NEG;SUBTYPE:INT
Ki'iboktako'obo' ya'abe' ka láaj	Ki'iboktako'obo' ya'abe' ka láaj	NOCHANGE
Ku jóok's'aal le che'o'ob ku buuts'ilaankilo' ku p'a'atal  le jach	Ku jóok's'aal le che'o'ob ku buuts'ilaankilo' ku p'a'atal  le jach	NOCHANGE
Mix ba'al yaan in mina'an knook'o'on	Mix ba'al yaan in mina'an knook'o'on	NOCHANGE
Ti'al le ku ya'ala'al esten le muerteo' wa le máax bey u yet taal le	Ti'al le ku ya'ala'al esten le muerteo' wa le máax bey u yet taal le	NOCHANGE
Ba'ax u láak' xane' pues lete'ej xan le ee	Ba'ax u láak' xane' pues lete'ej xan le ee	NOCHANGE
Te'elba'ate'el táambal úucho' pues ya'abkach kaajo'ob xan p'áat láayli' yaan te'ej k'iio'oba' je'ex le xjo' tsuuk je'el bix sakalaaka je'el bix	Te'elba'ate'el táambal úucho' pues ya'abkach kaajo'ob xan p'áat láayli' yaan te'ej k'iio'oba' je'ex le xjo' tsuuk je'el bix sakalaaka je'el bix	NOCHANGE
Táan in bin koonol tu k'íiwikil k'onol	Táan in bin koonol tu k'íwáaj iwikil k'onol	SUBTYPE:INT
K'ajynajen tu naajil xook	K'ajyna wáajjen tu naajil xook	SUBTYPE:INT
Ku xa'ak'ta'al le juuch' yéetel le siklo'	Ku xa'ak'ta'al le juuch' yéetel le siklo'	NOCHANGE
Ma' wáaj jacú k'k'abéet in biw merkaaéoi'	Ma' wáaj jacú k'k'abéet suui n biw merkaaéoi'	ASPECT:CUS
Ba'ax túun bine' tu cha'o'ob tun bin u yáaka'btal bin ti'o'ob beyo'	Ba'ax túun bine' tu cha'o'ob tun bin u yáaka'btal bin ti'o'ob beyo'	NOCHANGE
Chen jump'éel táan piik le jach kóochtako'	Chen jump'éel táan piik le jach kóochtako'	NOCHANGE
Je'el bix le ba'ate'el táambal úuch	Je'el bix le ba'ate'el táambal úuch	NOCHANGE
Eee k'iinil ken u beeto'obo' leeti' túu le chen u láaj much'o'ob le ba'axo'ob ken u meyajto'obo' ichil le je'elo'	Eee k'iinil ken u beeto'obo' leeti' túu le chen u láaj much'o'ob le ba'axo'ob ken u meyajto'obo' ichil le je'elo'	NOCHANGE
Yaan in boon tu naajil x1ok	Yaan in bo wáajon tu naajil x1ok	SUBTYPE:INT
Y le mejen xkoots'ob waajo'obo' tu báak'lik	Y le mejen xkoots'ob waajo'obo' tu báak'lik	NOCHANGE
Te'ej mejen paalalo' pues láayi' xan te'ej ichilo'	Te'ej mejen paalalo' pues láayi' xan te'ej ichilo'	NOCHANGE
Santa muerte ale'  mina'an le	Santa muerte ale'  mina'an le	NOCHANGE
Ku ts'áabal túun xan le ki'ibo'obo'	Ku ts'áabal túun xan le ki'ibo'obo'	NOCHANGE
Nukuch waaj ku beeta'al túutil waaj ma' túutil waaji' le  nukuch waaj ku beeta'al yéetel le	Nukuch waaj ku beeta'al túutil waaj ma' túutil waaji' le  nukuch waaj ku beeta'al yéetel le	NOCHANGE
Ma' k'a'abéet wáaj in bin tu k'íiwikil koúnoli'	Ma' k'a'abéet wáaj in bin tu k'íiwikil koúnol wáaj	SUBTYPE:INT
Yóok'sal mix jump'íit u k'ebanil yaan	Yóok'sal mix jump'íit u k'ebanil yaan	NOCHANGE
Jach sk''abéeg a bin mdrkaaeo	Te'exe' jach sk''ae'exbéeg a bin mdrkaaeo	PERSON:2_PL
Áabastesimieento u ya'aliko'ob bin beyo'-	Áabastesimieento u ya'aliko'ob bin beyo'-	NOCHANGE
Tenó' áak'au kin bin merkamdo	Tenó'' áake'ex'au kin bin merkamdo	PERSON:2_PL
Yéetel tu láakal le ba'alo'ob bey ts'áaba'  de ke le paalo' yaan	Yéetel tu láakal le ba'alo'ob bey ts'áaba'  de ke le paalo' yaan	NOCHANGE
Bey túuno' ee tak ka úuch túun le geerra de kaastaso' ku ya'alik in noole' ku ya'alik in in áabueelae'	Bey túuno' ee tak ka úuch túun le geerra de kaastaso' ku ya'alik in noole' ku ya'alik in in áabueelae'	NOCHANGE
Yaan u ba'alil u ni'o'ob ki ten	Yaan u ba'alil u ni'o'ob ki ten	NOCHANGE
Yóok'sal ma' xan uk'ul xani' pues	Yóok'sal ma' xan uk'ul xani' pues	NOCHANGE
Ti'al u bin le pixano'obo'	Ti'al u bin le pixano'obo'	NOCHANGE
Yóoks'al ma' u téek eelel ma' sakantal	Yóoks'al ma' u téek eelel ma' sakantal	NOCHANGE
Chen ba'ale je'ex u kreero'ob leeti'o'ob je'ex u chíimpoolalo'obo' bey xan le to'ona' yaan wa ba'axo'ob  ku k'éexel ti'al leti' chen ba'axe' pues	Chen ba'ale je'ex u kreero'ob leeti'o'ob je'ex u chíimpoolalo'obo' bey xan le to'ona' yaan wa ba'axo'ob  ku k'éexel ti'al leti' chen ba'axe' pues	NOCHANGE
Táan in suut koonoyl merkaado	Táan in suutsuu  koonoyl merkaado	ASPECT:CUS
Je'el u béeytal in wiko'one' jach jaaj  je'ex u kaxta'al xan le taak'ino'ob ti' le muka'ano'obo'	Je'el u béeytal in wiko'one' jach jaaj  je'ex u kaxta'al xan le taak'ino'ob ti' le muka'ano'obo'	NOCHANGE
Yaan in boon tu nnajin xook	Yaan u boono'ob tu nnajin xook	PERSON:3_PL
Táan u bin obol tu k'íiwikil koonol	Táan u bin obo wáajl tu k'íiwikil koonol	SUBTYPE:INT
Tene' yaín ten u áanalte'il in xoñk matemáticas	Tene' yaín ten u áanalte'il intaa  xoñk matemáticas	ASPECT:DES
Jach sk''abéeg a bin mdrkaaeo	Jach sk''abéeg wáaj a bin mdrkaaeo	SUBTYPE:INT
Ma' ta w-'uyik ohúaxoli'	Suum a' ta w-'uyik ohúaxoli'	ASPECT:CUS
Ka'anal k'a'abéet u na'aksik ma'atáan u béeytal u na'akalo'	Ka'anal k'a'abéet u na'aksik ma'atáan u béeytal u na'akalo'	NOCHANGE
Ya'abkach meyajo'obi' la'aj meentik je'el u páajtala a meentik séeba'ane'	Ya'abkach meyajo'obi' la'aj meentik je'el u páajtala a meentik séeba'ane'	NOCHANGE
Eee nojoch ba'al yanik xan ti' le kaan xan ichilo'obo' le báalamo'obo'	Eee nojoch ba'al yanik xan ti' le kaan xan ichilo'obo' le báalamo'obo'	NOCHANGE
Je'el u páajtal a ts'áak u láak' u juuch'e' yóoksal u tatal ma'alo'ob ti'al a ts'áaj te'ej	Je'el u páajtal a ts'áak u láak' u juuch'e' yóoksal u tatal ma'alo'ob ti'al a ts'áaj te'ej	NOCHANGE
Yaan in manik ch7'ujuko'ob tu d'íiwikil koenol	Te'exe' yaan a mane'exik ch7'ujuko'ob tu d'íiwikil koenol	PERSON:2_PL
Yaan wáaj in bin koonol tu k'íiwlkil koonol	Yaan wáaj in wáaj bin koonol tu k'íiwlkil koonol	SUBTYPE:INT
Tumeen a woojel le píibo' yaan a meentik	Tumeen a woojel le píibo' yaan a meentik	NOCHANGE
Le bix u t'a'abal le píibo' ku	Le bix u t'a'abal le píibo' ku	NOCHANGE
Le buka'aj k'a'abéet wa nojoch wa chichan	Le buka'aj k'a'abéet wa nojoch wa chichan	NOCHANGE
Ma' u sa'atalo'ob le ba'ax tu p'atajto'on  knoolo'ono'	Ma' u sa'atalo'ob le ba'ax tu p'atajto'on  knoolo'ono'	NOCHANGE
Yáanal le mayak che' tu'ux ts'o'ok u láaj ta'asal bey ba'ax ku bisik yóok'ol le	Yáanal le mayak che' tu'ux ts'o'ok u láaj ta'asal bey ba'ax ku bisik yóok'ol le	NOCHANGE
Yaan wáaj in bin kóouno tu k'íiwlkil koonol	Yaan wáaj wáaj in bin kóouno tu k'íiwlkil koonol	SUBTYPE:INT;PERSON:1_SI
Táan wáaj a bjn koon7l tu k'uíiwikil oonol	Táan wáaj wáaj a bjn koon7l tu k'uíiwikil oonol	SUBTYPE:INT
Kib de koloores ti' le mejen paalalo'obo' ti' le nukuch máako'obo' box kib	Kib de koloores ti' le mejen paalalo'obo' ti' le nukuch máako'obo' box kib	NOCHANGE
Nukuch kúuchililo'ob le seentros séeremoniaales ku ya'ala'alo'	Nukuch kúuchililo'ob le seentros séeremoniaales ku ya'ala'alo'	NOCHANGE
Le ku meyajtik le ko'olelo'obo' eee ku meyajtik le máako'obo' ma' tu cha'o'ob in máani'	Le ku meyajtik le ko'olelo'obo' eee ku meyajtik le máako'obo' ma' tu cha'o'ob in máani'	NOCHANGE
Le ba'al tun je'ela' tu'ux taali' tumeen úuch ka'ache' le nukuch le maayao'obo' wa le nukuch maako'obo'	Le ba'al tun je'ela' tu'ux taali' tumeen úuch ka'ache' le nukuch le maayao'obo' wa le nukuch maako'obo'	NOCHANGE
Joypéel k'1ino'ob ka bhkn tu k'íiwikil koonol	Joypéel k'1 báaxale'exino'ob ka bhkn tu k'íiwikil koonol	PERSON:2_PL
Ts'áako'ob lu'umi' yóok'sal ma' u jook'ol	Ts'áako'ob lu'umi' yóok'sal ma' u jook'ol	NOCHANGE
Mejentak ma nuuktak u beenta'ali'	Mejentak ma nuuktak u beenta'ali'	NOCHANGE
Le ch'a'aj cháako' ku beeta'al beya'	Le ch'a'aj cháako' ku beeta'al beya'	NOCHANGE
Le ch le kibo' pues yaan a cha'a'ik u láaj ja'abali' ma'atáan xan a bin a tupej ka láaj	Le ch le kibo' pues yaan a cha'a'ik u láaj ja'abali' ma'atáan xan a bin a tupej ka láaj	NOCHANGE
Mañ tan in k'íilkabi'	Mañ tan in k'íilkabi' wáaj	SUBTYPE:INT
Pues leeti' ku taal u cha'a'o'ob bin	Pues leeti' ku taal u cha'a'o'ob bin	NOCHANGE
Taak in wilikech tet tu kúuchie bá1waloh	Taak' ma in wili wáajkech tet tu kúuchie bá1walohi'	TYPE:NEG;SUBTYPE:INT
Pues chen bin u xusbiko'ob bin le tuunich  bino' leeti'o'ob bine' ku  beetiko'ob bin le ku na'aksiko'ob bin lenukuch tuuncho'ob bin beyo'	Pues chen bin u xusbiko'ob bin le tuunich  bino' leeti'o'ob bine' ku  beetiko'ob bin le ku na'aksiko'ob bin lenukuch tuuncho'ob bin beyo'	NOCHANGE
Le guaardia túun bino' ka  tu ya'alaje' ma' bin u u	Le guaardia túun bino' ka  tu ya'alaje' ma' bin u u	NOCHANGE
Ol ichka'ap'eelchaja'an beyo' yaan e tuukul kastelaano' yaan u tuukulil maayai'	Ol ichka'ap'eelchaja'an beyo' yaan e tuukul kastelaano' yaan u tuukulil maayai'	NOCHANGE
Te'ej je'el túuna' ti' túun kun beetbil le waajo'ob de to'obilo'	Te'ej je'el túuna' ti' túun kun beetbil le waajo'ob de to'obilo'	NOCHANGE
Jaan ka jo'op' u ya'ako'ob bine' pues ba'an tun le ba'axa' kio'ob bin si le je'ela' este	Jaan ka jo'op' u ya'ako'ob bine' pues ba'an tun le ba'axa' kio'ob bin si le je'ela' este	NOCHANGE
Eesexe' ma' joúuáe'exi'	Eesexe'áaj  ma' joúuáe'exi'	ASPECT:BEG;TENSE:PAS_SIM
U béeytal u takik tak u chi' ka	U béeytal u takik tak u chi' ka	NOCHANGE
Ku p'e'esko'ob le ba'alche'o'obo' ku esten uu uu esten uuu	Ku p'e'esko'ob le ba'alche'o'obo' ku esten uu uu esten uuu	NOCHANGE
Pues ba'ax utsil yaan ti' ken ti'	Pues ba'ax utsil yaan ti' ken ti'	NOCHANGE
Ka tu ya'alo'ob le guaardiao' ka tu ya'alaj bin ti' le máako'obo'	Ka tu ya'alo'ob le guaardiao' ka tu ya'alaj bin ti' le máako'obo'	NOCHANGE
Ooa'in in bin merkaado	Ooa' wáajin in bin merkaado	SUBTYPE:INT
Tens' áak'ab kin bcn merkaado	Ma' tens' áak'ab kin bcn merkaadoi'	TYPE:NEG
Tenh' ajkoonolen hid -merkaao	Tenh' ajkoonolen hid -merkaao wáaj	SUBTYPE:INT
Wáan in bin koool tu k'íiwikil koonol	Wáan in bi wáajn koool tu k'íiwikil koonol	SUBTYPE:INT
Máax yietel jo'op' a bil 7koono tu kúuchil báaxal	Máax yietel jo'op' a bil 7kooe'exno tu kúuchil báaxal	PERSON:2_PL
Tene' yaan ten txooo t' esspalñ	Tene'' yaan e'exten txooo t' esspalñ	PERSON:2_PL
Ken k'uchuk le nukuch máako'ob  jach a ti'ilo' bino' le yuum a ti'ile'exo'	Ken k'uchuk le nukuch máako'ob  jach a ti'ilo' bino' le yuum a ti'ile'exo'	NOCHANGE
Uuuu che káajak u payalchi'o'ob túun bey le nukuch máako'obo'	Uuuu che káajak u payalchi'o'ob túun bey le nukuch máako'obo'	NOCHANGE
Tu ts'ok óoxp'éel túun le bejo'	Tu ts'ok óoxp'éel túun le bejo'	NOCHANGE
Yuum k'ujo'ob ku ch'íilpoolta'al deesde úuchej tak te'el k'iinilo'oba' k-ike' beyo' tu'uxak kajalkajile'	Yuum k'ujo'ob ku ch'íilpoolta'al deesde úuchej tak te'el k'iinilo'oba' k-ike' beyo' tu'uxak kajalkajile'	NOCHANGE
Ku ya'alik bin le chan xnuuk ti' le xi'ipalo'-tu'ux ka bin winik - ki bin	Ku ya'alik bin le chan xnuuk ti' le xi'ipalo'-tu'ux ka bin winik - ki bin	NOCHANGE
Yaan in boon tu naajil x1ok	Yaan in boo'ex tu naajil x1ok	PERSON:2_PL
Techea a k'aaba'e'	Techewáaj a a k'aaba'e'	SUBTYPE:INT
Tu'ñux kaja8balen	Tu'ñux ke'exaja8balen	PERSON:2_PL
Ich maayao'one' yáax ku yúuchul siibale' ku ts'o'okole' ku jaanta'al le ku p'áatalo' ma'ach u	Ich maayao'one' yáax ku yúuchul siibale' ku ts'o'okole' ku jaanta'al le ku p'áatalo' ma'ach u	NOCHANGE
Taak in wilikech te' tu kúuchil báaxalo'	Taak in wilitáan ech te' tu kúuchil báaxalo'	SUBTYPE:DEC;ASPECT:PRG
Tumeen beyo' táan a sáasilkúunsik bin u beel le pixano'	Tumeen beyo' táan a sáasilkúunsik bin u beel le pixano'	NOCHANGE
Ku taal máako'ob xak'a'altik u ju'unil	Ku taal máako'ob xak'a'altik u ju'unil	NOCHANGE
Máax kun náats'al bin te'el naj tbino' de kiinsbil u meentik tumeen leetie'  ma' u k'áat ka ojéelta'ak  tun bin	Máax kun náats'al bin te'el naj tbino' de kiinsbil u meentik tumeen leetie'  ma' u k'áat ka ojéelta'ak  tun bin	NOCHANGE
E je'elo' ka bin u k'éexel tumeen leeti'o'obe' tu taaso'ob u láak' tuukul ichil le máasewáal	E je'elo' ka bin u k'éexel tumeen leeti'o'obe' tu taaso'ob u láak' tuukul ichil le máasewáal	NOCHANGE
Pues ku k'u'unul ti' esten le ko'olebil maariao'	Pues ku k'u'unul ti' esten le ko'olebil maariao'	NOCHANGE
Ku ya'ala'alo'	Ku ya'ala'alo'	NOCHANGE
Le in wu'uymaj u tsikbalta'al  tumeen in noolo'ob tumeen le máako'ob  u u k'ajóolmo'ob jun p'íit yóok'sal le	Le in wu'uymaj u tsikbalta'al  tumeen in noolo'ob tumeen le máako'ob  u u k'ajóolmo'ob jun p'íit yóok'sal le	NOCHANGE
Táan a níistik a1 wotoch	Ts'o'ot áan a níistik a1 wotoch	ASPECT:TER;TENSE:PAS_SIM
Ka bin jo'op' u tsikbaltiko'ob ti' le ba'ax ts'o'ok u yojéeltiko'ob ba'an  ts'o'ok u yiliko'ob	Ka bin jo'op' u tsikbaltiko'ob ti' le ba'ax ts'o'ok u yojéeltiko'ob ba'an  ts'o'ok u yiliko'ob	NOCHANGE
Pero u na' bino' ku ya'alik ti' leeti'e'	Pero u na' bino' ku ya'alik ti' leeti'e'	NOCHANGE
Ku ts'o'okol túune' ku	Ku ts'o'okol túune' ku	NOCHANGE
Te' int bal tu kaajil kopoma8e'	Te' int bal tu kaajil kopoma8e' wáaj	SUBTYPE:INT
Je'elo' ka k'uch tun  esten ti' jump'éel bej beya' ka tu satubáae' te'ej máako'ob bino' sataj u báae' ka bin u yáalkab bin	Je'elo' ka k'uch tun  esten ti' jump'éel bej beya' ka tu satubáae' te'ej máako'ob bino' sataj u báae' ka bin u yáalkab bin	NOCHANGE
Pues yéetel tu kanáantubáao'ob yéetel tuu jóok'o'ob xan	Pues yéetel tu kanáantubáao'ob yéetel tuu jóok'o'ob xan	NOCHANGE
Pero jach bin tu puksi'ik'al bin xan ts'aa'y u yóol le ts'oono'	Pero jach bin tu puksi'ik'al bin xan ts'aa'y u yóol le ts'oono'	NOCHANGE
Jsa'atech te' parkoéeo'	Jsa wáaj'atech te' parkoéeo'	SUBTYPE:INT
Yaan wáaj a báaual tu naajil báaxal	Yaan wáaj a báaual tu naajilwáaj  báaxal	SUBTYPE:INT
U bisa'al tumeen le iik'o' ti' ku p'áatali' ma'atáan a molik xan	U bisa'al tumeen le iik'o' ti' ku p'áatali' ma'atáan a molik xan	NOCHANGE
Yóok'sal túun u cha'abal u jaanale' yaan a ts'áaik te'ej joolo'	Yóok'sal túun u cha'abal u jaanale' yaan a ts'áaik te'ej joolo'	NOCHANGE
Ichil túun le lela' ka tu taaso'ob le	Ichil túun le lela' ka tu taaso'ob le	NOCHANGE
Le chen ts'o'kok túun u beeta'al le bey yáax	Le chen ts'o'kok túun u beeta'al le bey yáax	NOCHANGE
Jobon hasta chojokbal ti'	Jobon hasta chojokbal ti'	NOCHANGE
Ee ba'axo'ob máax kun ts'áaik	Ee ba'axo'ob máax kun ts'áaik	NOCHANGE
Ka'abeje' yaan in bin tu k'íiwikil koonol	Káaj a'abeje' yaan in bin tu k'íiwikil koonol	ASPECT:BEG;TENSE:PAS_SIM
Ja'as k'úum	Ja'as k'úum	NOCHANGE
Te'el miil óochocieentos kuareenta y sieete ka ba'ate'eltalnaj le	Te'el miil óochocieentos kuareenta y sieete ka ba'ate'eltalnaj le	NOCHANGE
Ku esten u tu'upul	Ku esten u tu'upul	NOCHANGE
Le ka ojéelya'an túun bey uchik u yaantal le jboob ku ya'ala'alo'	Le ka ojéelya'an túun bey uchik u yaantal le jboob ku ya'ala'alo'	NOCHANGE
Le cha'aj cháako' ts'o'okol tun bey  esten uu	Le cha'aj cháako' ts'o'okol tun bey  esten uu	NOCHANGE
Tu lákaal ts'áab ti' jach jaaj ayik'alchaj bin tak leeti'	Tu lákaal ts'áab ti' jach jaaj ayik'alchaj bin tak leeti'	NOCHANGE
Bey ya'abo'on' yaane'  táan u jáajan ja'atale' táan u cho'ik u táan yóok'sal  ma' xan	Bey ya'abo'on' yaane'  táan u jáajan ja'atale' táan u cho'ik u táan yóok'sal  ma' xan	NOCHANGE
Leeti'e'e ma'ach u meentik mejen waajo'ob nukuch waaj	Leeti'e'e ma'ach u meentik mejen waajo'ob nukuch waaj	NOCHANGE
Ts'o'okole' pues tumeen úuch ka'ache' le chen ila'ak a takmaj a iipile'	Ts'o'okole' pues tumeen úuch ka'ache' le chen ila'ak a takmaj a iipile'	NOCHANGE
Tene ti' tku7jakbjalcen hu yotoche'	Ma' wáaj tene ti' tku7jakbjalcen hu yotoche'i'	TYPE:NEG;SUBTYPE:INT
Jach ma'ach u buuts'ilaankilo' k'ana'an u kanáanta'ale' ma' u	Jach ma'ach u buuts'ilaankilo' k'ana'an u kanáanta'ale' ma' u	NOCHANGE
Le píibo' ts'o'ok xan u jáabal u che'ile'	Le píibo' ts'o'ok xan u jáabal u che'ile'	NOCHANGE
P-jaanen merkaawao	P-jaawáaj nen merkaawao	SUBTYPE:INT
Tumeen yaan k'iine' ma' in ti'alo'oni wa ma'e' yaan a  a bixij	Tumeen yaan k'iine' ma' in ti'alo'oni wa ma'e' yaan a  a bixij	NOCHANGE
Ka esten ka ts'áabal túun le waaj beyo' pues	Ka esten ka ts'áabal túun le waaj beyo' pues	NOCHANGE
Táan in bin kokonol tu k'íiwikil koonol	Táan in bin kokonol tu k'íiwikwáaj il koonol	SUBTYPE:INT;ASPECT:HAB;PERSON:1_SI;VOICE:ACT;TRANSITIV:ITR
Táan in xook tu níñjil xook	Táan in xooktaa  tu níñjil xook	SUBTYPE:DEC;ASPECT:DES
Ba'atelnajen te' tu kúuchál báaxalo'	Ba'atelnajen te'e'ex tu kúuchál báaxalo'	PERSON:2_PL
Tréesieentos kuatrosieentos jump'éel	Tréesieentos kuatrosieentos jump'éel	NOCHANGE
U esten u  ch'uyubil tumeen tak le ch'uyubo'  le lelo' ti'	U esten u  ch'uyubil tumeen tak le ch'uyubo'  le lelo' ti'	NOCHANGE
U muuk'il ichil le kuxtal úuchben máasewáalo'obo'	U muuk'il ichil le kuxtal úuchben máasewáalo'obo'	NOCHANGE
Ma' tin wilaj u aáawtaal tin kaajali'	Ma' tin wilats'o'oj  u aáawtaal tin kaajali'	ASPECT:TER;TENSE:PAS_SIM
Ts'o'ok a juch'ik  a k'u'um ts'o'ok a p'o'ok a k'u'um ts'o'ok a juch'ik a k'u'uk	Ts'o'ok a juch'ik  a k'u'um ts'o'ok a p'o'ok a k'u'um ts'o'ok a juch'ik a k'u'uk	NOCHANGE
Tene' ajkoonoxen ichiw mherwekaado	Tene' wáaj ajkoonoxen ichiw mherwekaado	SUBTYPE:INT
Ku láaj ts'i'iktik le bak'o' chen ba'ale' téen in na'e'	Ku láaj ts'i'iktik le bak'o' chen ba'ale' téen in na'e'	NOCHANGE
Teche' yaan tech wáaj meyaj ti' biología	Teche' yaan tech wáaj meyaj ti' bwáaj iología	SUBTYPE:INT
Táan b bin tu koox	Táan b bie'exn tu koox	PERSON:2_PL
Pues ma' ya'abi' chen ba'ale' wa ti'al u	Pues ma' ya'abi' chen ba'ale' wa ti'al u	NOCHANGE
E xbáalamo'ob láaj u áapeyiidos	E xbáalamo'ob láaj u áapeyiidos	NOCHANGE
Púustik láakal ba'ax k'aas yani' yaan	Púustik láakal ba'ax k'aas yani' yaan	NOCHANGE
Tene' yaan ten meaj b7iñocrgía	Tene' yaan te'a'abéet n meaj b7iñocrgía	SUBTYPE:DEC;ASPECT:OBL
Yéetel jump'íit k'uxub	Yéetel jump'íit k'uxub	NOCHANGE
Ta'aytak u -cuhukikb'ob um ja'ab8il	Ta'aytakma'  u -cu wáajhukikb'ob um ja'ab8ili'	TYPE:NEG;SUBTYPE:INT
Le p'uuj túuno' ti'al u yaantal u bak'el	Le p'uuj túuno' ti'al u yaantal u bak'el	NOCHANGE
Ku ts'aabal xa'an yóok'ole' ku ts'o'okole' ku mu'ukul	Ku ts'aabal xa'an yóok'ole' ku ts'o'okole' ku mu'ukul	NOCHANGE
Ts'o'okol túun u t'a'abala beyo' ku cha'abal u láaj t'a'abal le che'o'obo'	Ts'o'okol túun u t'a'abala beyo' ku cha'abal u láaj t'a'abal le che'o'obo'	NOCHANGE
Tso'okol túune' ku jo'ol u pak'achtik yat xan le je'elo' leeti'e'	Tso'okol túune' ku jo'ol u pak'achtik yat xan le je'elo' leeti'e'	NOCHANGE
Tu yaak'abile' le kibo'ob láaj	Tu yaak'abile' le kibo'ob láaj	NOCHANGE
Yaan a ts'áaik sujuy nook' saki'	Yaan a ts'áaik sujuy nook' saki'	NOCHANGE
Ááan in bin koonol tu k'íidikil koonol	Ááan' ma in bin koonol tu k'íidikil koonoli'	TYPE:NEG
Yaan túun xan a	Yaan túun xan a	NOCHANGE
Yaan wáaj in jóok'ol konocx tu k'íiwikil koonol	Yaan wáaj a jóok'ol konocx tu k'íiwikil koonol	PERSON:2_SI
Ma' oin wucuyik ooxtli'	Taam a'o' oin wucuyik ooxtli'	ASPECT:DES
Je'elo' pues tak bejla'ake' ma'atáan in na'atik túun bixij bix je'el in in	Je'elo' pues tak bejla'ake' ma'atáan in na'atik túun bixij bix je'el in in	NOCHANGE
Yaax wáaj in bin koonol merkaad	Ma' yaaxwáaj in bin koonol merkaadi'	TYPE:NEG;VOICE:ACT;TRANSITIV:ITR
U este u píibil le waajo'	U este u píibil le waajo'	NOCHANGE
U xóoxot'al el kaaxo' bey u ts'áak tumeen u yoojel máax ki' u yu'ubik	U xóoxot'al el kaaxo' bey u ts'áak tumeen u yoojel máax ki' u yu'ubik	NOCHANGE
Yéetel le u chokwa'ilo' le chocolaate'	Yéetel le u chokwa'ilo' le chocolaate'	NOCHANGE
Le ba'al ts'o'ok u yiliko'obo' leeti'o'ob bin u yuumil ka'ach le palaasio	Le ba'al ts'o'ok u yiliko'obo' leeti'o'ob bin u yuumil ka'ach le palaasio	NOCHANGE
U k'ajóota'al yéetel u	U k'ajóota'al yéetel u	NOCHANGE
Je'elo' ts'o'ok túune' ku múuch'ul le máako'ob ti' jump'éel kúuchil bey wa te'ej esten le kúuchil ku yúuchulo'	Je'elo' ts'o'ok túune' ku múuch'ul le máako'ob ti' jump'éel kúuchil bey wa te'ej esten le kúuchil ku yúuchulo'	NOCHANGE
Tumeen bey bino' ma'atáan bin u wekiko'ob bin wa de kaaldo bine' ma'atáan bin u wekiko'ob bin le	Tumeen bey bino' ma'atáan bin u wekiko'ob bin wa de kaaldo bine' ma'atáan bin u wekiko'ob bin le	NOCHANGE
Tak'ik yóok'ol bey u chan maake'	Tak'ik yóok'ol bey u chan maake'	NOCHANGE
Bejla'ake' eeebeyo' pues	Bejla'ake' eeebeyo' pues	NOCHANGE
Caín wáaj in xin ich ko8l	Caín  wáajwáaj in xin ich ko8l	SUBTYPE:INT
Yaan wáaj in biin koinol tu k'íiwikil koonol	Yaan wáaj in bie'exin koinol tu k'íiwikil koonol	PERSON:2_PL
Je'elo' le nook' túuno' je'ex to'on bejla'aka'	Je'elo' le nook' túuno' je'ex to'on bejla'aka'	NOCHANGE
Pixano'obo' ti'al bin u biso'ob pues	Pixano'obo' ti'al bin u biso'ob pues	NOCHANGE
Tene' kaíakralen weye'	Tene' kaíak báaxale'exralen weye'	PERSON:2_PL
Le chen áak'ablajak bey chen jo'op' u taal u chíinil k'iin bin beya' leeti' kenjo'op' u taal u súutul de	Le chen áak'ablajak bey chen jo'op' u taal u chíinil k'iin bin beya' leeti' kenjo'op' u taal u súutul de	NOCHANGE
Ka tu yilaj bin juntúul chan xnuuk	Ka tu yilaj bin juntúul chan xnuuk	NOCHANGE
A yáax beente le ets'kúunsajo'	A yáax beente le ets'kúunsajo'	NOCHANGE
